2.645168838396498145e+01,2.608910347934872220e+01
2.859724720584507907e+01,2.264875526075913825e+01
2.982372611519593519e+01,2.077735188694692070e+01
1.241529813401451499e+01,-3.352197123236697252e+01
2.795621631556656794e+01,1.889097667372586642e+01
3.319127019861300099e+00,1.095900492449936969e+01
1.306400289853165653e+01,-3.221700635360848963e+01
2.835307698985825553e+01,2.794831826725522816e+01
4.709287619849460427e+00,-3.629703282850395851e+01
1.562060417930356593e+01,-2.929018168395177568e+01
1.343901135053346785e+01,-3.025423605649268666e+01
2.715009048919980472e+01,2.764473835145517455e+01
2.887681984621832854e+01,2.569927581892501678e+01
3.007596756480894484e+01,1.925274712055141180e+01
2.763692872765665598e+01,2.678261664762799299e+01
2.755642262165658707e+01,2.386462799721682870e+01
1.567642464286109139e+01,-2.909479729020076633e+01
2.790274564249931899e+01,1.656055659956156134e+01
2.746812647798071794e+01,1.983043321753214627e+01
1.517522320248203371e+01,-3.031960339205111410e+01
2.751883033252954647e+01,2.667975764008243544e+01
2.655520710641746263e+01,2.529704609785709124e+01
2.655977357664286842e+01,2.087622419657919082e+01
2.882180689564163600e+01,2.551005910463302229e+01
1.101245210009762232e+01,-3.237324069997374920e+01
2.663217657922811199e+01,2.006624287575388621e+01
2.733556004229015457e+01,2.597816919715726058e+01
8.012521405985534528e+00,-3.457863847405123181e+01
3.100355342942456360e+01,1.874609157278534610e+01
2.701807864017166594e+01,2.105832046063398266e+01
1.279090974753319543e+01,-3.252407564241802618e+01
2.888922243607175133e+01,2.916920909806408702e+01
2.628848809709637635e+01,2.863629077300776871e+01
2.660232038334136462e+01,1.903510709371639109e+01
3.074270358823405402e+01,1.978972388684618977e+01
1.289603603313591407e+01,-3.200516447148829968e+01
1.195545528531882162e+01,-3.287904143641549837e+01
1.206377877134646681e+01,-3.310612642127178162e+01
5.092800825626301098e+00,-3.615708318469891225e+01
5.494762704558893596e+00,-3.559644498160192683e+01
2.607849494654175970e+01,2.803791352348710575e+01
2.686123758948178519e+01,1.788506557196597058e+01
2.626472853222368187e+01,2.583535024523657597e+01
-5.320882443785807325e+00,-4.979345823297267160e+00
3.032861845077546903e+01,1.982683656610621981e+01
2.927010196639803397e+01,1.819681684802669253e+01
2.749921448924107281e+01,2.739358822547125172e+01
2.857681884607544376e+01,2.534554381569527592e+01
1.492688440389348337e+01,-3.062847997237193098e+01
2.724687994127918245e+01,2.373299222162740563e+01
1.146573648106728527e+01,-3.218070795800915818e+01
-1.136118679841264578e+00,3.083412516359651079e+01
2.626283600046967592e+01,2.597907016564392890e+01
2.778646877633655876e+01,1.962857925782174107e+01
2.689423853986216528e+01,2.711613957542111208e+01
8.208806392522447481e+00,-3.346830571725407566e+01
1.122216696463220664e+01,-3.239980065664498454e+01
1.461806536559299730e+01,-2.956914921870466273e+01
3.086756000542696299e+01,2.056964222862690761e+01
1.276513948361547968e+01,-3.156901752402977479e+01
2.656294982235914404e+01,2.717514100820427814e+01
1.283111368760397930e+01,-3.290425619905431631e+01
2.638427950026040136e+01,2.698893972084240289e+01
1.612957631508064793e+01,-2.835438264379425277e+01
6.844852873157008410e+00,-3.589952561523359265e+01
2.893720814212028714e+01,1.769025570150601467e+01
2.719774324050572645e+01,1.702123221131560271e+01
2.630341331450735254e+01,2.542247654944410229e+01
2.681953129597946273e+01,2.036615493378964459e+01
2.850680650065898902e+01,2.905371363510196758e+01
2.918430416427415608e+01,2.033321681727306540e+01
