0,746.72383,365.43491
1,841.87445,221.74440
2,824.16948,162.72965
3,849.31460,173.90568
4,789.78066,52.31689
5,743.37281,371.34419
6,738.51305,309.39242
7,818.88549,88.85550
8,878.88737,226.18826
9,884.93833,224.84875
10,632.79675,340.13827
11,798.52955,341.61227
12,888.61777,244.93602
13,820.10256,235.75527
14,815.34580,152.86967
15,813.10527,94.43620
16,656.34482,376.67397
17,880.97171,245.67557
18,800.48532,287.92294
19,754.79985,230.51830
20,812.69447,90.41831
21,805.50323,63.17383
22,670.47667,331.01153
23,817.61292,322.62451
24,833.16630,438.61316
25,779.14034,112.91086
26,855.48429,180.15267
27,850.70702,165.73341
28,745.62788,368.52352
29,809.93406,136.18119
30,728.88866,225.39588
31,792.09857,26.08400
32,790.79454,26.12569
33,819.35418,113.07086
34,661.56966,313.69068
35,821.97814,314.23875
36,748.06502,227.25577
37,846.43266,173.70261
38,800.34569,72.79948
39,666.72490,335.00267
40,847.61544,227.36780
41,799.63078,63.63532
42,846.17698,158.10201
43,793.72576,70.50459
44,885.79277,218.26199
45,647.25367,343.36198
46,798.24448,297.65015
47,770.86552,250.55002
48,816.27854,341.33380
49,816.53436,67.39879
50,671.67920,335.07351
51,683.29841,258.71283
52,860.03836,259.26609
53,896.50342,238.80107
54,815.14253,122.19273
55,809.03382,111.90340
56,658.78121,341.16731
57,812.64709,312.76785
58,849.43107,223.83269
59,814.09457,341.61162
60,819.53225,166.98353
61,785.29964,78.73464
62,751.74102,357.22371
63,686.85666,469.27871
64,660.41979,264.91718
65,759.62193,243.87306
66,810.23108,77.82680
67,758.65222,262.41039
68,654.43615,342.59759
69,816.49504,327.61059
70,805.26773,338.13447
71,837.12992,215.36512
72,847.45080,292.06571
73,815.05587,126.44348
74,672.47561,311.24310
75,652.75453,257.14144
76,688.49230,264.13175
77,819.94076,121.29093
78,863.25309,220.88962
79,824.29867,67.43798
80,747.58560,366.52831
81,685.31822,258.38925
82,843.74717,163.15194
83,879.77140,223.59442
84,811.82894,65.80181
85,802.02846,44.66471
86,779.09845,307.42854
87,734.34587,239.75033
88,623.20249,284.17736
89,815.03837,104.06594
90,811.84882,62.31387
91,757.70309,263.98181
92,681.47867,280.81784
93,754.70121,300.75650
94,891.50806,247.49521
95,886.52132,240.72661
96,851.05205,281.27696
97,818.32905,83.41020
98,705.74118,301.59419
99,789.91858,106.88809
100,686.01928,243.84762
101,801.89358,41.49734
102,773.09982,248.22134
103,828.90847,133.24477
104,652.52718,350.84418
105,621.26579,283.88972
106,761.09244,264.93980
107,767.75920,113.43728
108,872.87066,188.08212
109,833.27971,117.71780
110,644.45237,345.71614
111,821.82432,290.55551
112,882.43612,224.43697
113,863.55623,178.08792
114,840.00901,157.85618
115,803.84490,149.00361
116,700.05143,313.18832
117,837.29128,147.12073
118,863.30823,203.01801
119,901.56936,238.09141
120,752.73898,355.06864
121,804.06349,79.85134
122,788.77235,88.94221
123,813.71815,162.29925
124,870.26760,221.78738
125,820.32256,72.91543
126,691.86062,477.00566
127,676.31614,254.34868
