-6.07794,0.66089,3.42628,1.85904,-2.41684,-0.43664,-2.30753,2.35615,-1.12598,-0.60199,-1.12180,0.11698,-0.04982,0.36092,-0.05080,-0.08095,0.80147,-0.43480,0.15890,-0.37422,-0.29722,0.25252,0.23296,-0.29226,-0.33240,-1.13309,0.37442,-0.02530,-0.02493,0.36059
-5.00513,1.26166,4.98725,1.97746,-2.81049,-0.48861,0.39672,-0.04346,-1.18266,-0.22673,0.64698,-0.32172,-0.46212,-0.94495,-0.28995,-0.28883,-0.89687,-0.15866,-0.11644,1.05208,-0.51977,-0.30863,1.09945,0.41791,-0.56852,-0.23660,-0.16080,0.89874,-0.19515,0.05163
-4.08974,0.70401,4.13001,1.16367,-1.94443,-0.51640,0.86530,-0.53706,-0.65835,0.67911,0.10105,0.82060,0.01299,-0.28571,-0.63505,0.04916,0.07505,0.30091,-0.41855,-0.08124,0.36600,0.34350,-0.13955,0.03108,-0.58203,0.33455,-0.38685,0.21544,-0.56831,-0.45395
-4.14922,0.78856,3.20741,1.64088,-2.50303,-0.18208,-0.78388,0.95832,-0.81425,-0.66910,-2.15188,0.02670,0.03968,0.79874,0.41563,0.01512,1.25061,0.03056,-0.58288,0.78474,-0.09520,-0.12911,-0.76884,-0.51815,-0.07247,-0.43339,-0.11709,0.00832,0.16319,-0.54034
-3.88128,0.61855,2.09520,1.02881,-1.65316,-0.32932,-0.83793,1.06049,-1.22556,-0.22938,0.09285,0.29210,-0.46499,-1.09229,-0.41088,-0.32926,0.10280,-0.91698,-0.19368,0.36974,-1.16095,0.07569,-0.07822,0.58462,-0.67276,0.58631,-0.27947,-0.22234,0.53524,0.76960
-5.78644,-0.07478,2.08015,0.98564,-1.85577,1.61690,-1.39700,1.52878,-0.24984,0.03151,-0.14168,0.17025,-0.13253,-0.30821,0.68136,-0.80269,0.10284,0.52343,-0.42982,0.12626,0.39225,-0.00338,-0.70740,-0.36854,0.25642,-0.50741,-0.18722,0.65146,-0.02541,-0.36623
-4.18815,0.22655,1.15101,0.79746,-1.01968,0.35812,-0.88596,1.25240,-1.38340,0.18003,1.67098,1.41360,-0.95936,-0.02197,0.88995,-0.31794,-0.75133,0.00645,-0.41392,0.00362,1.44372,1.45724,0.22514,-0.94230,0.31746,-0.61701,-2.56286,-1.55109,0.93494,-0.89747
-1.55716,-0.09086,2.32734,-0.17384,-2.56327,1.39513,1.28855,0.08031,-1.24657,-1.12930,1.59006,-1.03710,1.38344,-1.02186,1.09343,-0.58228,-0.44775,1.23841,1.29609,2.02092,-1.02274,-1.64450,0.18734,1.32588,0.50599,-0.80257,1.27620,0.73588,0.16230,-2.04156
-5.25085,0.96540,3.91711,2.07342,-2.78672,-0.49875,-1.08636,1.42103,-1.20625,-0.10111,0.79946,0.55557,-0.09298,0.34835,-0.53808,0.08289,0.55332,0.36432,0.14875,-0.07889,0.12384,0.34263,-0.06129,-0.17744,0.47899,0.39504,0.17406,-0.15134,-0.05082,-0.08567
-3.66747,0.38605,1.36184,0.40234,-0.55072,0.20712,-1.06286,0.90092,-0.44547,-0.73015,-2.56703,-0.31846,0.24801,0.44977,-0.08204,-0.29498,0.41966,-0.46245,0.63425,0.57420,0.71275,0.70434,0.12426,0.38376,0.57481,-0.31055,-0.22436,0.06997,-0.63721,0.79014
-4.73120,0.11633,1.44374,0.98361,-1.12753,0.17250,-0.65703,0.37744,0.32978,0.07585,0.82206,0.52403,-0.25817,1.29563,1.03478,0.19611,-0.43525,-0.95409,0.29320,0.15501,-0.28845,0.32431,0.31972,-0.36663,-1.17648,-1.01237,-1.44565,0.32560,0.76781,0.09914
-5.61290,0.91852,2.94020,2.02449,-2.80523,0.06291,-3.01568,2.09503,-0.12763,-0.07880,3.46623,0.55582,-0.73282,0.44778,-2.01422,-0.60953,0.09367,-0.26070,-0.82837,-0.89022,-0.58937,-0.81094,-0.70281,-1.30227,0.87558,-0.42393,0.04710,0.59143,-0.76869,0.00761
-4.62276,0.57923,3.11464,2.14689,-2.30633,-0.74278,-0.29206,0.42312,-0.53019,0.31834,1.51178,0.78777,-0.76112,-0.33659,-0.53066,-0.05414,-0.01405,-1.41634,0.14500,0.31466,-0.78874,-0.82868,0.91079,0.09372,0.97722,0.91126,-0.79035,0.46006,0.12223,-1.20611
-1.23459,-0.72711,-3.91280,-0.85662,0.84888,2.73963,-0.88351,0.58815,0.24447,-0.04392,-0.07810,-0.10619,-0.43184,-0.15646,2.00625,-1.26854,-2.72244,-0.57967,-1.82015,1.72180,1.43179,0.45036,0.94280,0.39929,0.52363,-0.82793,1.74684,-1.02343,-0.61098,-0.21925
-4.12782,0.19618,1.93919,0.67528,-2.05649,1.73561,-1.93103,1.85928,-0.95112,-0.90268,-1.91386,0.18713,2.65918,0.43976,0.36525,-0.55095,0.94301,0.06400,-0.20368,-0.42228,-0.09935,-0.52023,-0.04651,-0.89225,-0.00055,0.33129,-1.07766,0.13241,-0.99321,1.08354
-2.66856,-0.57582,-1.25407,-0.35578,-2.08153,1.51253,-0.82178,0.81470,0.72505,-0.00114,2.17506,-1.54616,-1.55260,-0.11619,0.90673,-1.90403,1.46766,-1.04826,-1.53901,0.42326,-0.01159,-1.89174,3.35718,1.57350,0.12431,-1.99727,-1.32705,0.40389,0.83931,0.30111
-4.48230,0.40018,2.00966,1.34469,-1.52947,-0.37983,-1.98064,1.52052,-0.13589,0.16686,1.00735,0.37208,-0.73741,0.57713,-0.20387,-0.56055,0.67903,0.86398,-0.13018,-1.24259,0.36592,0.59100,0.69855,0.82449,0.33688,0.28542,-0.68067,-0.15228,0.68332,-0.13370
-4.80256,0.36357,1.69781,1.05285,-1.80320,0.49511,-2.40886,2.25320,-0.25457,-0.23227,-0.34903,0.09279,-0.35677,0.98019,-0.71508,0.10784,-0.30133,-0.16836,-0.35557,0.65328,-0.20315,0.00032,0.54757,-0.18998,0.11090,-0.60992,-0.28752,-0.23091,-0.09336,0.00127
-3.78533,0.53750,2.46689,1.26733,-1.74919,-0.55731,0.02216,-0.78021,0.68485,0.41768,2.32404,0.38289,-0.93839,1.31226,-0.36358,0.20340,0.00887,-0.29302,-0.79312,0.44422,-0.00986,-0.92848,-1.21976,0.92168,0.32400,0.44565,-0.58957,-0.32779,-0.18359,-0.88263
-4.04415,-0.28210,1.40030,0.16551,-0.87090,1.14422,-0.84615,0.95758,0.45348,-0.15930,0.01269,-0.12826,0.11089,-0.12753,-0.20873,-0.76875,-0.57606,-0.00558,-1.12714,0.71093,-0.16760,-0.07636,-0.20977,-0.45883,0.40423,0.62047,-0.47185,-0.21104,0.14458,0.95422
-5.01418,0.87762,3.95926,2.11136,-2.97295,-0.24096,-0.32308,0.60263,-0.28112,0.50364,1.08433,1.34518,-0.29119,-0.91040,-0.60168,-0.35460,-0.40436,0.44676,-0.33496,-0.70939,-0.42365,-0.73678,-0.51924,1.12956,-0.43228,0.05485,0.16702,-0.20641,0.54617,-0.28448
-2.23096,-0.00260,0.88716,-0.41473,-0.48880,0.61692,-0.51249,-0.14014,-0.21465,-0.44200,0.35621,-0.25924,-0.11974,-0.88382,0.53121,-1.36817,0.55131,1.28649,-0.01305,-0.06185,-0.02250,-0.78911,-0.21802,-1.12361,-0.22214,0.61322,0.82755,-1.27393,-1.10923,1.88358
-3.01013,-0.71104,0.12587,0.05520,-2.00393,1.08604,0.32763,-0.31168,1.23282,0.80460,0.73758,0.34188,-0.28510,-1.08935,0.61683,0.06834,-0.48693,0.98547,-1.38730,0.52367,-0.47467,-1.62356,-0.38644,1.52353,0.88432,-1.09998,-1.00742,0.23937,0.63452,-0.98750
-5.97976,1.96419,6.19615,2.85375,-4.00105,-1.72912,-0.42569,-0.07411,-0.63952,0.09927,3.94224,-0.22306,-0.48600,-0.36280,-1.07889,-0.99444,1.68995,0.00706,0.71515,-0.42883,0.01784,-0.17820,-0.55085,0.13799,0.38191,-0.65690,0.71035,0.20207,0.76081,0.33404
-5.45763,0.38820,2.24198,0.76030,-0.54189,-0.10870,-1.21473,0.98145,-0.91230,-1.03627,-3.33845,-0.08594,0.19088,-0.42901,0.40749,0.11586,0.27351,-0.14035,-0.99437,0.62855,0.78313,0.37947,-0.70259,0.11231,0.38308,-0.07933,-0.12734,0.47157,0.28816,-0.31489
-5.48312,1.32673,4.89752,1.94432,-1.69806,-1.33279,0.19586,0.06595,-0.15791,-0.58551,0.02710,0.39470,-0.68820,-0.51387,0.24099,0.34087,0.67263,-0.33417,-0.20865,0.34382,0.26479,-0.25803,-0.67133,0.49657,0.02322,-0.29014,-1.06743,0.74523,-0.75074,-0.18932
-4.18354,0.58450,3.59122,1.48779,-1.21647,-0.76570,-0.03721,-0.01948,-0.58737,-0.73186,-1.31888,-0.41223,1.02591,-1.24021,1.38065,-0.53398,0.01794,-1.73228,-0.88080,-0.68741,1.20156,-0.27919,-0.54398,-0.31944,0.01717,-0.79153,0.43135,0.42258,-0.50611,-0.75953
-4.02720,0.14063,1.76813,1.53619,-1.38044,-0.51390,-1.61577,1.19731,-1.15875,-0.34064,1.71941,0.36515,-0.63569,-0.12529,-0.72418,0.42625,-1.09343,-1.10205,0.75703,-0.23690,-1.20978,-1.88370,0.15383,-0.50508,-0.45054,-1.39366,0.39536,-0.00580,-0.11618,-1.19988
-2.88269,-0.39064,1.64820,0.35361,-2.21594,1.20441,-0.60555,0.26892,-0.13189,-0.17351,2.29020,-0.82797,0.52123,-0.54650,-0.41052,-0.01684,-0.52829,0.66432,-0.00838,0.85621,0.67702,-0.92612,0.66002,0.06751,-0.89765,1.81882,-0.21061,-1.17774,0.85578,0.65579
-2.48236,-0.07229,1.08082,-0.00872,-0.66383,0.71814,0.51780,-0.94192,-1.08606,-0.27540,-0.90041,0.62703,0.84712,-1.46077,1.15349,0.30568,-1.86910,-1.50956,-0.06356,-0.67355,1.55245,0.81089,-0.09412,0.16412,-0.76831,0.98251,0.54292,0.20269,1.38823,0.22080
-5.63812,1.15980,4.99445,2.24380,-2.85547,-1.14348,-0.44857,0.39805,-0.54026,-0.28674,1.11502,-0.37876,-0.15862,-0.68236,-0.09857,-0.63039,-0.16284,0.31313,-0.46654,-0.27947,0.15060,-0.25357,0.30886,0.55380,-0.09057,-0.27413,0.68930,-0.37429,0.08420,0.40682
-5.16743,0.89278,3.61895,1.87036,-2.17075,-1.03372,-0.34973,0.54633,0.65020,0.13318,1.29985,0.18252,-0.46662,1.10922,-0.43690,-0.13447,1.22538,0.35687,0.10104,-0.32324,-0.57770,0.32688,-0.25631,-0.34196,0.06991,-0.37323,-0.21224,-0.47969,-0.59347,-0.22958
-4.64269,1.68786,4.17943,1.76312,-1.84697,-1.58425,1.13251,-0.74040,-0.17950,-0.11390,-0.29206,0.65980,0.03851,-0.75989,0.07407,-0.68291,0.22115,0.30700,0.55207,-0.13869,0.35374,-0.74727,-0.50157,0.80504,-0.17584,0.13762,0.22987,-0.34242,0.23836,0.23831
-3.31991,0.43587,1.55588,0.20347,-1.50123,0.96143,-0.07394,0.20738,-0.51766,-0.33069,-1.00731,0.37816,0.28871,0.28095,-0.83232,-0.25521,-0.41780,0.48699,0.90187,0.44332,-0.18525,1.05877,0.30736,-0.29671,-0.19051,-0.70068,-0.91488,-0.58142,-0.21981,-0.63415
-4.61014,-0.29599,2.34825,0.38386,-2.35787,0.64385,-1.27219,1.81062,-1.19564,-0.46909,-0.66811,0.62728,-0.46730,0.31782,-0.22651,-0.28892,-0.81182,-0.97504,0.48429,-0.25711,-0.52175,-0.81228,-0.01762,-0.29268,0.91484,0.04942,0.26937,0.67456,-0.03267,0.61874
-5.27491,0.36677,1.45723,1.39116,-1.25312,0.57427,-2.39097,2.29062,-0.67232,-0.45236,-1.25739,-0.91476,0.34751,0.66041,-0.80739,0.11674,0.76069,1.21444,0.08203,0.25800,-0.44513,-0.27454,0.67946,-1.02859,0.26406,0.50953,-0.24236,-0.31693,-0.03556,-0.52435
-4.37127,-0.57665,-0.52801,0.32504,-1.13467,-0.06446,-2.74024,2.26439,0.41524,-0.06385,2.38594,-0.09064,-2.13651,3.00998,-2.03142,-0.60595,0.15281,-1.48004,0.66851,-0.67635,-0.71228,-1.90876,0.03062,-0.69045,0.79952,0.53033,0.54283,0.34746,0.02065,0.67175
-6.26547,0.78069,3.83066,1.89620,-2.00454,-0.65814,-1.39733,1.39774,-0.85889,-0.56879,-1.18044,0.45413,0.06576,0.73750,-0.78426,0.34026,1.22177,-0.53327,0.30448,-0.46082,0.15186,0.10928,0.11350,0.05144,0.40147,0.07299,-0.29913,0.43777,-0.11321,-0.30581
-4.55638,0.77830,1.45747,1.56875,-1.65443,-0.55171,-0.64607,1.22275,0.05693,0.15102,2.03261,-0.42319,-0.43536,0.73437,-0.39468,0.03338,-1.15844,0.03904,-0.36724,-0.63116,-0.50813,0.24139,0.11100,0.20913,-0.26061,0.46690,-0.18476,-0.53997,0.12676,-0.29534
-4.10540,1.35905,4.84418,1.61244,-2.11901,-1.18176,1.58509,-0.78785,-1.03604,-0.03992,-0.16734,0.74788,1.04965,-0.55494,0.41745,0.00305,0.20937,-0.75441,0.28434,0.85018,0.15770,0.40167,0.32406,-0.87998,0.08077,0.80466,-0.16214,0.59594,-0.46768,0.93397
-4.17677,0.35613,2.17184,1.01230,-2.21413,0.08244,-0.86723,0.36901,-0.11721,0.01585,-0.24532,0.08574,-0.17892,-0.49278,0.33583,-0.34041,-0.33747,-0.38866,-0.68811,0.25843,0.07048,-1.16895,0.09027,-0.30482,0.17449,0.06466,-0.79019,0.42706,-0.00225,0.97144
-2.47769,0.00812,1.12394,0.37079,-1.24864,-0.10278,0.63360,0.10135,0.03950,0.50426,0.59533,-0.26709,-1.20618,-0.61377,-0.24244,-0.08539,-0.98207,-0.03192,-0.44048,-0.84780,-1.05356,1.00235,-0.94468,0.27489,-0.00617,-0.25525,0.49527,-1.80865,0.22813,0.03929
-4.83670,0.30478,1.30976,0.93060,-1.15231,0.78569,-1.26409,0.45134,0.21658,-0.30769,0.44585,0.55917,0.32441,0.45892,-0.16222,-0.75416,-0.84913,-0.22691,-0.69040,0.00602,-0.72494,-0.42667,1.36700,0.18091,0.57795,0.13797,-0.41888,-0.25911,0.17333,-0.25864
-1.15417,-1.19451,-2.58619,-0.27913,-0.23731,1.24008,-1.54690,0.90731,-1.01511,0.29615,3.51351,1.91173,-1.29009,0.84356,-0.29705,2.51090,0.97297,1.33346,-0.75097,3.47364,-1.16172,0.39934,1.10508,-2.78092,-0.21987,-0.52855,-1.64684,-0.37345,-0.78008,0.26773
-5.15229,0.86376,3.82418,1.98361,-2.11020,-0.76442,-0.15209,0.20951,-0.68861,-0.54197,-0.16137,0.04850,-0.57230,0.78285,0.11867,-0.38078,-1.15786,-0.22430,0.89243,-0.87810,1.69743,-0.40290,0.26441,1.20958,0.19407,-0.61980,-0.01912,0.92887,-1.04141,1.23416
-5.03285,0.80313,3.56215,1.79001,-1.75035,-1.02784,-0.83020,0.78415,-0.56788,-0.55784,-0.89752,-0.36009,-0.49477,0.42712,-0.34394,0.12515,0.00225,-0.34089,-0.50819,-0.34831,0.26296,0.47948,-0.01732,0.04740,-0.31137,-1.03803,-0.21057,0.11141,0.18593,-0.28921
-4.79934,0.15713,0.98432,0.27220,-1.04822,-0.04150,-1.40417,0.72056,0.05670,-0.48597,-1.61526,-0.00276,-0.22664,-0.01167,-0.50317,0.61852,-0.16875,-0.65079,-0.36640,-0.48541,0.50637,-0.07597,0.17955,-0.23119,-0.79401,-0.67491,0.22828,0.94665,-0.58925,1.21526
-4.45865,0.95082,3.79632,1.23887,-2.47109,-0.62197,2.33596,-1.51642,0.13673,-0.03700,-0.53440,-0.61723,0.83384,-1.91481,1.28259,-0.00888,-0.73318,0.82382,-0.63041,0.63934,0.00167,-0.65033,-1.42109,0.40604,-0.40926,0.25997,-0.33800,0.38145,-0.88873,-0.76869
-4.14251,0.71994,2.55569,1.00393,-1.70667,-0.48770,-2.85974,1.76064,-0.97602,0.08180,1.95109,0.29855,-0.05221,1.14939,-0.04517,-0.10688,0.76835,-0.18104,0.59553,0.35198,1.15610,-0.63341,-0.06762,-0.33165,0.90631,0.16902,-0.31412,0.10575,-0.61286,0.92851
-5.09521,0.75105,3.80281,1.99976,-2.62181,0.25312,-1.09273,0.99708,-0.66880,-0.31169,1.21836,0.04237,0.69261,0.53467,-0.38610,-0.08547,-0.08147,-1.10229,0.24725,-1.25709,-0.20279,-0.60675,0.15241,1.46107,-0.16733,-0.99366,-0.34315,1.52497,-1.14622,0.97520
