217;648
618;831
412;607
692;1044
979;1015
0;378
491;517
1072;1245
226;1012
248;345
157;865
677;1205
388;1128
951;968
18;597
604;1286
456;1093
792;1108
81;357
264;963
211;627
233;1007
244;1178
927;1267
1143;1169
897;1060
182;556
538;648
743;1271
211;1164
1077;1240
264;487
391;859
214;860
287;437
696;949
417;1116
1102;1259
350;705
620;1108
609;856
624;1074
280;922
643;936
236;370
76;1055
293;1220
273;1174
115;579
1138;1285
99;797
426;567
1066;1099
83;618
1051;1229
191;607
212;251
508;658
788;972
54;87
809;916
905;1181
928;1192
62;797
253;741
347;1093
162;1238
714;795
851;903
449;536
690;1014
103;192
32;922
803;864
329;693
73;968
182;1073
339;754
186;297
469;1291
12;861
472;598
251;1058
791;1033
146;747
552;890
782;982
802;860
224;353
23;692
424;815
353;758
671;1150
945;1269
38;463
692;1112
554;1228
983;1047
329;407
532;957
425;607
318;755
553;987
120;1216
503;583
299;1110
360;1188
358;1035
54;1143
811;830
1091;1199
353;378
653;1150
500;948
100;657
122;1020
1241;1292
458;1204
720;815
117;1228
874;898
47;347
269;1228
122;1030
513;985
18;409
53;507
328;1238
830;874
443;1045
280;1093
524;607
649;663
855;1106
214;903
83;1246
739;809
128;638
182;417
223;682
703;1217
632;1011
64;256
796;1086
428;699
196;840
72;1185
144;803
325;423
676;748
363;394
76;1011
686;1112
650;942
1158;1160
546;1090
107;1042
598;974
16;818
840;1264
426;1092
702;1239
663;931
135;620
981;1217
523;1058
924;1289
654;1190
419;1151
56;803
588;1233
112;794
59;318
80;89
1097;1182
1018;1094
616;709
391;994
107;1261
305;357
178;1078
18;291
1047;1201
685;1177
372;395
926;1110
122;927
107;1146
584;777
487;1099
453;694
238;308
365;596
627;769
817;1138
462;700
544;1077
666;766
1248;1257
341;1238
361;1205
85;1051
312;858
224;391
683;829
479;1292
118;370
377;692
815;1129
605;642
748;1084
309;717
20;784
1164;1267
994;1008
722;1004
357;1131
180;769
603;818
73;671
340;769
855;1143
2;662
850;1235
667;678
405;843
407;1197
251;707
250;569
485;995
782;1099
838;1124
572;1247
138;804
201;1121
971;1086
206;1086
169;1032
62;904
161;1074
52;391
238;1216
628;1043
656;693
22;193
24;224
405;557
500;1243
318;454
104;974
113;459
841;852
182;539
974;999
103;1178
386;683
558;685
41;1239
442;1119
905;1195
285;333
682;1120
76;905
458;989
494;683
618;1199
169;1248
66;1171
792;967
435;495
621;1006
1227;1284
627;783
23;1198
224;1221
980;1282
375;1292
1059;1178
503;728
142;520
766;1222
273;1235
352;789
22;216
126;1175
80;260
425;642
678;1087
367;1289
915;1136
390;1216
639;698
415;1105
253;534
381;439
219;260
558;692
665;1288
321;1214
466;1109
46;912
123;224
252;625
785;1212
113;1084
560;637
116;894
878;1062
373;1069
727;739
524;1215
51;825
58;185
583;1297
1118;1166
66;1128
205;757
167;258
371;808
190;428
653;1068
201;825
1191;1249
602;1175
260;935
497;703
1130;1199
996;1050
808;888
653;1250
391;636
986;1040
123;994
346;428
437;462
110;1244
646;681
679;901
372;376
335;628
135;1222
935;1190
40;723
1071;1085
1031;1045
424;562
99;957
81;218
134;1018
377;630
395;518
527;881
126;556
73;507
273;1084
658;1216
494;499
1017;1302
614;705
144;1291
262;533
546;554
797;1078
124;514
732;1071
234;350
89;654
532;776
109;1150
133;298
352;803
71;1040
1096;1226
994;1137
446;1062
444;741
64;1270
284;319
246;1250
379;692
432;618
125;424
754;1103
274;462
147;676
920;1113
173;732
584;840
303;1096
196;1087
16;1111
203;1196
772;1204
208;1201
186;1141
404;1196
446;524
104;193
195;682
972;1200
530;1220
53;264
405;893
788;1290
332;671
166;418
419;1263
416;1181
620;1014
395;1197
150;1080
1202;1273
116;181
602;979
525;1124
83;497
533;1051
708;763
268;728
662;1179
182;946
642;867
215;824
204;509
496;526
44;951
156;1222
339;661
1015;1252
359;803
270;1098
215;735
19;1222
58;887
241;573
382;1289
26;457
154;258
100;730
1124;1299
441;1164
16;303
47;1075
789;1201
113;1200
147;980
205;853
423;1250
268;462
101;772
118;994
691;1295
267;268
426;983
398;641
827;902
55;617
186;744
1001;1090
922;958
1042;1212
174;468
980;1122
875;1292
164;971
257;1215
989;1201
890;999
634;1117
284;896
565;610
646;1006
44;477
257;1064
526;746
537;654
455;863
97;988
349;931
558;579
1035;1255
174;840
28;862
250;623
17;243
933;1002
610;617
2;946
538;733
890;998
284;808
124;468
217;686
39;130
785;908
109;211
533;1100
452;1056
16;1180
98;922
63;924
306;902
618;1286
286;544
16;452
190;695
911;1257
1240;1271
775;1071
350;541
6;675
81;181
299;449
107;1205
169;1004
16;536
53;685
984;1225
360;1243
83;865
1091;1292
392;994
544;751
82;866
743;1179
854;968
1277;1296
203;1056
402;656
37;564
349;354
116;968
836;884
16;1140
1043;1242
729;764
325;611
841;922
288;1014
825;944
794;1057
538;599
226;277
382;1163
445;885
958;974
692;1196
642;844
199;1137
184;769
630;860
244;708
64;924
32;347
235;350
1075;1101
480;637
646;927
383;869
186;988
955;1222
406;462
598;1075
581;762
145;740
363;532
554;1085
550;1071
241;433
314;601
366;800
204;1060
475;1278
376;636
566;570
971;988
175;182
940;1087
226;995
965;1146
708;1059
176;435
992;1164
231;712
197;968
850;1004
720;1025
254;1153
740;1065
578;841
174;940
612;1157
154;160
172;583
869;1127
104;149
201;688
308;636
278;284
350;1145
689;731
19;666
485;617
340;1207
641;707
678;840
204;314
739;842
78;359
739;1131
134;213
428;434
763;961
768;1157
162;940
34;985
199;651
383;510
150;878
403;715
153;855
459;1135
211;1048
174;1233
174;194
726;951
802;809
347;958
664;1168
241;1086
74;1113
277;429
131;776
387;658
504;888
299;1019
279;1274
157;323
140;970
360;763
548;801
109;516
292;320
74;1192
1093;1247
973;985
154;353
391;1089
232;615
194;968
116;733
69;370
405;502
676;1294
553;618
219;423
112;608
1037;1232
960;1215
840;847
124;757
356;385
567;1113
144;529
235;960
989;1084
56;352
278;460
499;730
7;999
599;706
790;1086
103;435
692;812
398;853
1062;1084
458;567
6;293
321;1151
429;577
195;748
989;1092
237;526
110;356
769;1264
42;524
96;871
172;895
553;1037
448;522
417;733
287;436
34;120
1123;1189
553;595
147;1022
80;1100
534;1098
768;934
739;963
103;347
175;702
108;345
898;1140
112;289
331;513
213;1018
412;810
28;186
925;955
506;691
450;1201
681;1006
393;708
593;636
207;921
735;771
364;665
135;493
608;765
731;1222
251;400
899;1055
342;585
20;83
1141;1195
386;1007
585;1294
97;1067
118;511
314;493
102;174
1241;1290
1149;1194
654;753
864;1071
613;1209
36;1170
166;959
336;546
794;937
410;844
213;581
217;660
739;759
92;845
2;1080
79;625
832;1101
299;394
134;658
155;1271
432;553
89;389
678;1280
401;446
278;752
426;462
615;959
11;789
308;1261
140;1097
994;1300
238;299
1006;1116
327;1198
579;1165
235;1265
600;1084
83;336
709;1201
46;505
17;820
161;882
218;264
532;871
161;916
148;642
639;1111
83;449
942;1181
412;1042
16;843
220;1220
532;982
420;979
60;425
810;1133
943;1289
424;1269
579;926
227;1077
1168;1249
424;1178
505;955
288;293
658;988
634;816
129;157
132;724
153;1078
116;430
68;457
251;430
253;851
161;922
312;889
113;555
112;573
220;822
77;80
614;924
526;864
16;366
306;597
566;938
257;628
420;1193
226;339
228;518
411;920
319;720
1200;1226
89;102
784;1090
127;506
134;917
491;736
218;1198
441;1006
736;1289
848;1199
84;1221
618;715
891;1027
525;767
69;994
105;441
987;1238
565;919
181;313
400;1003
497;595
675;694
738;1247
339;1012
539;1278
264;992
227;1012
247;930
693;803
450;919
197;212
678;791
285;1239
332;471
668;684
332;1065
246;309
317;731
466;576
158;705
303;877
305;1033
552;961
272;1246
40;107
1130;1292
441;1260
335;1215
483;840
73;379
101;1082
638;645
14;46
200;507
199;605
37;258
365;885
225;1204
117;1299
8;889
